seed,binary,gray,gray_minus_binary
3,0.85400390625,0.9130859375,0.05908203125
7,0.8466796875,0.909423828125,0.062744140625
11,0.84814453125,0.9130859375,0.06494140625
19,0.848876953125,0.91015625,0.061279296875
23,0.84716796875,0.90625,0.05908203125
