B_T,Delta_inter_min_MHz
1.449,0.3266596370278796
1.45,0.33145707945307823
1.451,0.33625452187827776
1.452,0.3410519643034773
1.453,0.3458494067286768
1.454,0.35064684915387545
1.455,0.35544429157907587
1.456,0.3602417340042745
1.457,0.3650391764294749
1.458,0.36983661885467356
1.459,0.3746340612798731
1.46,0.3794315037050726
1.461,0.38422894613027214
1.462,0.38902638855547167
1.463,0.3938238309806712
1.464,0.39862127340586984
1.465,0.40341871583107025
1.466,0.4082161582562689
1.467,0.4130136006814693
1.468,0.41781104310666795
1.469,0.4226084855318675
1.47,0.427405927957067
1.471,0.4322033703822665
1.472,0.43700081280746517
1.473,0.4417982552326656
1.474,0.4465956976578642
1.475,0.45139314008306464
1.476,0.4561905825082633
1.477,0.4609880249334637
1.478,0.46578546735866233
1.479,0.47058290978386186
1.48,0.4753803522090614
1.4809999999999999,0.48017779463426
1.482,0.48497523705945955
1.4829999999999999,0.4897726794846591
1.484,0.4945701219098586
1.4849999999999999,0.49936756433505725
1.486,0.5041650067602577
1.4869999999999999,0.5089624491854563
1.488,0.5137598916106567
1.4889999999999999,0.5185573340358554
1.49,0.5233547764610558
1.4909999999999999,0.5281522188862544
1.492,0.5329496613114539
1.4929999999999999,0.5377471037366535
1.494,0.542544546161853
1.4949999999999999,0.5473419885870516
1.496,0.552139431012252
1.4969999999999999,0.5569368734374507
1.498,0.5617343158626511
1.4989999999999999,0.5665317582878497
1.5,0.5713292007130502
1.501,0.5761266431382488
1.502,0.5809240855634483
1.503,0.5857215279886478
1.504,0.5905189704138474
1.505,0.595316412839046
1.506,0.6001138552642464
1.507,0.6049112976894451
1.508,0.6097087401146455
1.509,0.6145061825398441
1.51,0.6193036249650437
1.511,0.6241010673902432
1.512,0.6288985098154427
1.513,0.6336959522406422
1.514,0.6384933946658418
1.515,0.6432908370910404
1.516,0.6480882795162408
1.517,0.6528857219414395
1.518,0.6576831643666399
1.519,0.6624806067918385
1.52,0.667278049217038
1.521,0.6720754916422376
1.522,0.6768729340674371
1.523,0.6816703764926357
1.524,0.6864678189178361
1.525,0.6912652613430348
1.526,0.6960627037682352
1.527,0.7008601461934338
1.528,0.7056575886186343
1.529,0.7104550310438329
1.53,0.7152524734690324
1.531,0.720049915894232
1.532,0.7248473583194315
1.533,0.7296448007446301
1.534,0.7344422431698305
1.535,0.7392396855950292
1.536,0.7440371280202296
1.537,0.7488345704454282
1.538,0.7536320128706278
1.539,0.7584294552958273
1.54,0.7632268977210268
1.541,0.7680243401462263
1.542,0.7728217825714259
1.543,0.7776192249966245
1.544,0.7824166674218249
1.545,0.7872141098470236
1.546,0.792011552272224
1.547,0.7968089946974226
1.548,0.8016064371226221
1.549,0.8064038795478217
1.55,0.8112013219730212
1.551,0.8159987643982198
1.552,0.8207962068234202
1.553,0.8255936492486189
1.554,0.8303910916738193
1.555,0.8351885340990179
1.556,0.8399859765242184
1.557,0.844783418949417
1.558,0.8495808613746165
1.559,0.854378303799816
1.56,0.8591757462250156
1.561,0.8639731886502142
1.562,0.8687706310754146
1.563,0.8735680735006133
1.564,0.8783655159258137
1.565,0.8831629583510123
1.566,0.8879604007762119
1.567,0.8927578432014114
1.568,0.8975552856266109
1.569,0.9023527280518104
1.57,0.90715017047701
1.571,0.9119476129022086
1.572,0.916745055327409
1.573,0.9215424977526077
1.574,0.9263399401778081
1.575,0.9311373826030067
1.576,0.9359348250282062
1.577,0.9407322674534058
1.578,0.9455297098786053
1.579,0.9503271523038048
1.58,0.9551245947290044
1.581,0.959922037154203
1.582,0.9647194795794034
1.583,0.969516922004602
1.584,0.9743143644298025
1.585,0.9791118068550011
1.586,0.9839092492802006
1.587,0.9887066917054002
1.588,0.9935041341305997
1.589,0.9983015765557983
1.59,1.0030990189809987
1.591,1.0078964614061974
1.592,1.0126939038313978
1.593,1.0174913462565964
1.594,1.0222887886817968
1.595,1.0270862311069955
1.596,1.031883673532195
1.597,1.0366811159573945
1.598,1.041478558382594
1.599,1.0462760008077927
1.6,1.0510734432329931
1.601,1.0558708856581918
1.602,1.0606683280833922
1.603,1.0654657705085908
1.604,1.0702632129337903
1.605,1.0750606553589899
1.606,1.0798580977841894
1.607,1.084655540209389
1.6079999999999999,1.0894529826345876
1.609,1.094250425059787
1.6099999999999999,1.0990478674849866
1.611,1.1038453099101861
1.6119999999999999,1.1086427523353848
1.613,1.1134401947605852
1.6139999999999999,1.1182376371857838
1.615,1.1230350796109843
1.6159999999999999,1.127832522036183
1.617,1.1326299644613824
1.6179999999999999,1.137427406886582
1.619,1.1422248493117815
1.6199999999999999,1.147022291736981
1.621,1.1518197341621805
1.6219999999999999,1.1566171765873792
1.623,1.1614146190125796
1.6239999999999999,1.1662120614377782
1.625,1.1710095038629786
1.626,1.1758069462881773
1.627,1.1806043887133768
1.628,1.1854018311385763
1.629,1.1901992735637759
1.63,1.1949967159889745
1.631,1.199794158414175
1.632,1.2045916008393736
1.633,1.209389043264574
1.634,1.2141864856897726
1.635,1.218983928114973
1.636,1.2237813705401717
1.637,1.2285788129653712
1.638,1.2333762553905707
1.639,1.2381736978157702
1.64,1.2429711402409689
1.641,1.2477685826661693
1.642,1.252566025091368
1.643,1.2573634675165684
1.644,1.262160909941767
1.645,1.2669583523669674
1.646,1.271755794792166
1.647,1.2765532372173656
1.648,1.281350679642565
1.649,1.2861481220677646
1.65,1.2909455644929633
1.651,1.2957430069181637
1.652,1.3005404493433623
1.653,1.3053378917685627
1.654,1.3101353341937614
1.655,1.314932776618961
1.656,1.3197302190441604
1.657,1.32452766146936
1.658,1.3293251038945595
1.659,1.334122546319759
1.66,1.3389199887449577
1.661,1.343717431170158
1.662,1.3485148735953567
1.663,1.3533123160205571
1.664,1.3581097584457558
1.665,1.3629072008709553
1.666,1.3677046432961548
1.667,1.3725020857213543
1.668,1.377299528146553
1.669,1.3820969705717534
1.67,1.386894412996952
1.671,1.3916918554221525
1.672,1.396489297847351
1.673,1.4012867402725515
1.674,1.4060841826977502
1.675,1.4108816251229506
1.676,1.4156790675481492
1.677,1.4204765099733496
1.678,1.4252739523985483
1.679,1.430071394823747
1.68,1.4348688372489473
1.681,1.439666279674146
1.682,1.4444637220993446
1.683,1.449261164524545
1.684,1.4540586069497436
1.685,1.458856049374944
1.686,1.4636534918001427
1.687,1.4684509342253431
1.688,1.4732483766505418
1.689,1.4780458190757422
1.69,1.4828432615009408
1.691,1.4876407039261412
1.692,1.4924381463513399
1.693,1.4972355887765403
1.694,1.502033031201739
1.695,1.5068304736269393
1.696,1.511627916052138
1.697,1.5164253584773366
1.698,1.521222800902537
1.699,1.5260202433277357
1.7,1.530817685752936
1.701,1.5356151281781347
1.702,1.5404125706033334
1.703,1.5452100130285338
1.704,1.5500074554537324
1.705,1.5548048978789328
1.706,1.5596023403041315
1.707,1.564399782729332
1.708,1.5691972251545305
1.709,1.573994667579731
1.71,1.5787921100049296
1.711,1.58358955243013
1.712,1.5883869948553286
1.713,1.593184437280529
1.714,1.5979818797057277
1.715,1.602779322130928
1.716,1.6075767645561267
1.717,1.6123742069813254
1.718,1.6171716494065258
1.719,1.6219690918317244
1.72,1.626766534256923
1.721,1.6315639766821235
1.722,1.6363614191073221
1.723,1.6411588615325226
1.724,1.6459563039577212
1.725,1.6507537463829216
1.726,1.6555511888081202
1.727,1.652068587309726
1.728,1.6472711448845274
1.729,1.642473702459327
1.73,1.6376762600341284
1.731,1.632878817608928
1.732,1.6280813751837293
1.733,1.623283932758529
1.734,1.6184864903333303
1.735,1.6136890479081316
1.736,1.6088916054829312
1.7369999999999999,1.6040941630577326
1.738,1.5992967206325321
1.7389999999999999,1.5944992782073335
1.74,1.5897018357821349
1.7409999999999999,1.5849043933569344
1.742,1.5801069509317358
1.7429999999999999,1.5753095085065372
1.744,1.5705120660813368
1.7449999999999999,1.5657146236561381
1.746,1.5609171812309377
1.7469999999999999,1.556119738805739
1.748,1.5513222963805386
1.7489999999999999,1.54652485395534
1.75,1.5417274115301396
1.751,1.536929969104941
1.752,1.5321325266797405
1.753,1.527335084254542
1.754,1.5225376418293415
1.755,1.5177401994041428
1.756,1.5129427569789424
1.757,1.5081453145537438
1.758,1.5033478721285451
1.759,1.4985504297033447
1.76,1.493752987278146
1.761,1.4889555448529475
1.762,1.484158102427747
1.763,1.4793606600025484
1.764,1.474563217577348
1.765,1.4697657751521493
1.766,1.464968332726949
1.767,1.4601708903017503
1.768,1.4553734478765499
1.769,1.4505760054513512
1.77,1.4457785630261508
1.771,1.4409811206009522
1.772,1.4361836781757518
1.773,1.4313862357505531
1.774,1.4265887933253527
1.775,1.421791350900154
1.776,1.4169939084749554
1.777,1.412196466049755
1.778,1.4073990236245564
1.779,1.402601581199356
1.78,1.3978041387741573
1.781,1.3930066963489587
1.782,1.3882092539237583
1.783,1.3834118114985596
1.784,1.3786143690733592
1.785,1.3738169266481606
1.786,1.3690194842229602
1.787,1.3642220417977615
1.788,1.359424599372561
1.789,1.3546271569473625
1.79,1.349829714522162
1.791,1.3450322720969634
1.792,1.340234829671763
1.793,1.3354373872465644
1.794,1.330639944821364
1.795,1.3258425023961653
1.796,1.3210450599709667
1.797,1.3162476175457662
1.798,1.3114501751205676
1.799,1.306652732695369
1.8,1.3018552902701686
1.801,1.29705784784497
1.802,1.2922604054197695
1.803,1.2874629629945709
1.804,1.2826655205693704
1.805,1.2778680781441718
1.806,1.2730706357189714
1.807,1.2682731932937727
1.808,1.2634757508685723
1.809,1.2586783084433737
1.81,1.2538808660181733
1.811,1.2490834235929746
1.812,1.2442859811677742
1.813,1.2394885387425756
1.814,1.234691096317377
1.815,1.2298936538921765
1.816,1.225096211466978
1.817,1.2202987690417775
1.818,1.2155013266165788
1.819,1.2107038841913802
1.82,1.2059064417661798
1.821,1.2011089993409811
1.822,1.1963115569157807
1.823,1.191514114490582
1.824,1.1867166720653817
1.825,1.181919229640183
1.826,1.1771217872149826
1.827,1.172324344789784
1.828,1.1675269023645836
1.829,1.162729459939385
1.83,1.1579320175141845
1.831,1.1531345750889859
1.832,1.1483371326637855
1.833,1.1435396902385868
1.834,1.1387422478133882
1.835,1.1339448053881878
1.836,1.1291473629629891
1.837,1.1243499205377905
1.838,1.11955247811259
1.839,1.1147550356873914
1.84,1.109957593262191
1.841,1.1051601508369924
1.842,1.100362708411792
1.843,1.0955652659865933
1.844,1.090767823561393
1.845,1.0859703811361943
1.846,1.0811729387109938
1.847,1.0763754962857952
1.848,1.0715780538605948
1.849,1.0667806114353962
1.85,1.0619831690101957
1.851,1.057185726584997
1.852,1.0523882841597985
1.853,1.047590841734598
1.854,1.0427933993093994
1.855,1.0379959568842008
1.856,1.0331985144590004
1.857,1.0284010720338017
1.858,1.0236036296086013
1.859,1.0188061871834027
1.86,1.0140087447582022
1.861,1.0092113023330036
1.862,1.0044138599078032
1.863,0.9996164174826045
1.864,0.9948189750574041
1.865,0.9900215326322055
1.8659999999999999,0.9852240902070069
1.867,0.9804266477818064
1.8679999999999999,0.9756292053566078
1.869,0.9708317629314074
1.8699999999999999,0.9660343205062087
1.871,0.9612368780810083
1.8719999999999999,0.9564394356558097
1.873,0.9516419932306093
1.8739999999999999,0.9468445508054106
1.875,0.942047108380212
1.876,0.9372496659550116
1.877,0.9324522235298129
1.878,0.9276547811046143
1.879,0.9228573386794139
1.88,0.9180598962542152
1.881,0.9132624538290148
1.882,0.9084650114038162
1.883,0.9036675689786158
1.884,0.8988701265534171
1.885,0.8940726841282167
1.886,0.8892752417030181
1.887,0.8844777992778177
1.888,0.879680356852619
1.889,0.8748829144274186
1.89,0.87008547200222
1.891,0.8652880295770196
1.892,0.8604905871518209
1.893,0.8556931447266223
1.894,0.8508957023014219
1.895,0.8460982598762232
1.896,0.8413008174510228
1.897,0.8365033750258242
1.898,0.8317059326006255
1.899,0.8269084901754251
1.9,0.8221110477502265
1.901,0.8173136053250261
1.902,0.8125161628998274
1.903,0.807718720474627
1.904,0.8029212780494284
1.905,0.798123835624228
1.906,0.7933263931990293
1.907,0.7885289507738289
1.908,0.7837315083486303
1.909,0.7789340659234298
1.91,0.7741366234982312
1.911,0.7693391810730308
1.912,0.7645417386478321
1.913,0.7597442962226335
1.914,0.7549468537974331
1.915,0.7501494113722345
1.916,0.7453519689470358
1.917,0.7405545265218354
1.918,0.7357570840966368
1.919,0.7309596416714363
1.92,0.7261621992462377
1.921,0.7213647568210373
1.922,0.7165673143958387
1.923,0.7117698719706382
1.924,0.7069724295454396
1.925,0.7021749871202392
1.926,0.6973775446950405
1.927,0.6925801022698401
1.928,0.6877826598446415
1.929,0.6829852174194411
1.93,0.6781877749942424
1.931,0.6733903325690438
1.932,0.6685928901438434
1.933,0.6637954477186447
1.934,0.6589980052934443
1.935,0.6542005628682457
1.936,0.649403120443047
1.937,0.6446056780178466
1.938,0.639808235592648
1.939,0.6350107931674476
1.94,0.6302133507422489
1.941,0.6254159083170485
1.942,0.6206184658918499
1.943,0.6158210234666495
1.944,0.6110235810414508
1.945,0.6062261386162504
1.946,0.6014286961910518
1.947,0.5966312537658514
1.948,0.5918338113406527
1.949,0.5870363689154523
1.95,0.5822389264902537
1.951,0.577441484065055
1.952,0.5726440416398546
1.953,0.567846599214656
1.954,0.5630491567894573
1.955,0.5582517143642569
1.956,0.5534542719390583
1.957,0.5486568295138579
1.958,0.5438593870886592
1.959,0.5390619446634588
1.96,0.5342645022382602
1.961,0.5294670598130597
1.962,0.5246696173878611
1.963,0.5198721749626607
1.964,0.515074732537462
1.965,0.5102772901122616
1.966,0.505479847687063
1.967,0.5006824052618626
1.968,0.49588496283666395
1.969,0.4910875204114653
1.97,0.4862900779862649
1.971,0.48149263556106625
1.972,0.4766951931358676
1.973,0.4718977507106672
1.974,0.46710030828546856
1.975,0.46230286586026814
1.976,0.4575054234350695
1.977,0.4527079810098691
1.978,0.44791053858467045
1.979,0.44311309615947003
1.98,0.4383156537342714
1.981,0.433518211309071
1.982,0.42872076888387234
1.983,0.4239233264586719
1.984,0.4191258840334733
1.985,0.41432844160827287
1.986,0.40953099918307423
1.987,0.4047335567578756
1.988,0.3999361143326752
1.989,0.39513867190747654
1.99,0.3903412294822761
1.991,0.3855437870570775
1.992,0.38074634463187884
1.9929999999999999,0.3759489022066784
1.994,0.3711514597814798
1.9949999999999999,0.36635401735628115
1.996,0.36155657493108073
1.9969999999999999,0.3567591325058821
1.998,0.3519616900806817
1.9989999999999999,0.34716424765548304
2.0,0.3423668052302826
2.001,0.337569362805084
2.0020000000000002,0.33277192037988357
2.003,0.32797447795468315
2.004,0.3231770355294845
2.005,0.3183795931042859
2.0060000000000002,0.31358215067908546
2.007,0.3087847082538868
2.008,0.3039872658286864
2.009,0.29918982340348776
2.0100000000000002,0.29439238097828735
2.011,0.2895949385530887
2.012,0.28479749612789007
2.013,0.28000005370268966
2.0140000000000002,0.27520261127748924
2.015,0.2704051688522906
2.016,0.26560772642709196
2.017,0.2608102840018933
2.0180000000000002,0.25601284157669113
2.019,0.2512153991514925
2.02,0.24641795672629385
2.021,0.2416205143010952
2.0220000000000002,0.2368230718758948
2.023,0.23202562945069438
2.024,0.22722818702549574
2.025,0.2224307446002971
2.0260000000000002,0.2176333021750967
2.027,0.21283585974989805
2.028,0.20803841732469763
2.029,0.203240974899499
2.0300000000000002,0.19844353247429858
2.031,0.19364609004909994
2.032,0.1888486476239013
2.033,0.18405120519870266
2.0340000000000003,0.17925376277350047
2.035,0.17445632034830183
2.036,0.1696588779231032
2.037,0.16486143549790455
2.0380000000000003,0.16006399307270236
2.039,0.15526655064750372
2.04,0.15046910822230508
2.041,0.14567166579710644
2.0420000000000003,0.14087422337190603
2.043,0.1360767809467056
2.044,0.13127933852150697
2.045,0.12648189609630833
2.0460000000000003,0.12168445367110792
2.047,0.11688701124590928
2.048,0.11208956882071064
2.049,0.10729212639551022
2.0500000000000003,0.10249468397030981
2.051,0.09769724154511117
2.052,0.09289979911991253
2.053,0.08810235669471389
2.0540000000000003,0.0833049142695117
2.055,0.07850747184431306
2.056,0.07371002941911442
2.057,0.06891258699391578
2.0580000000000003,0.06411514456871359
2.059,0.05931770214351495
2.06,0.05452025971831631
2.061,0.04972281729311767
2.0620000000000003,0.044925374867917256
2.063,0.04012793244271862
2.064,0.0353304900175182
2.065,0.030533047592319562
2.0660000000000003,0.025735605167119147
2.067,0.020938162741920507
2.068,0.016140720316721868
2.069,0.011343277891521453
2.0700000000000003,0.006545835466321037
2.071,0.001748393041122398
2.072,0.003049049384076241
2.073,0.00784649180927488
2.0740000000000003,0.012643934234477072
2.075,0.01744137665967571
2.076,0.02223881908487435
2.077,0.02703626151007299
2.0780000000000003,0.031833703935273405
2.079,0.03663114636047382
2.08,0.04142858878567246
2.081,0.0462260312108711
2.0820000000000003,0.051023473636071515
2.083,0.055820916061270154
2.084,0.06061835848647057
2.085,0.06541580091166921
2.0860000000000003,0.07021324333686962
2.087,0.07501068576206826
2.088,0.0798081281872669
2.089,0.08460557061246554
2.0900000000000003,0.08940301303766773
2.091,0.09420045546286637
2.092,0.09899789788806501
2.093,0.10379534031326365
2.0940000000000003,0.10859278273846584
2.095,0.11339022516366448
2.096,0.11818766758886312
2.097,0.12298511001406176
2.0980000000000003,0.12778255243926218
2.099,0.1325799948644626
2.1,0.13737743728966123
2.101,0.14217487971485987
2.1020000000000003,0.14697232214006029
2.103,0.15176976456525892
2.104,0.15656720699045756
2.105,0.16136464941565798
2.1060000000000003,0.1661620918408584
2.107,0.17095953426605703
2.108,0.17575697669125567
2.109,0.1805544191164543
2.1100000000000003,0.1853518615416565
2.111,0.19014930396685514
2.112,0.19494674639205378
2.113,0.19974418881725242
2.1140000000000003,0.2045416312424546
2.115,0.20933907366765325
2.116,0.2141365160928519
2.117,0.21893395851805053
2.1180000000000003,0.22373140094325095
2.119,0.22852884336844959
2.12,0.23332628579365
2.121,0.23812372821884864
2.122,0.24292117064404728
2.123,0.2477186130692477
2.124,0.25251605549444633
2.125,0.25731349791964675
2.126,0.2621109403448454
2.1270000000000002,0.2669083827700458
2.128,0.27170582519524444
2.129,0.2765032676204431
2.13,0.2813007100456417
2.1310000000000002,0.2860981524708439
2.132,0.29089559489604255
2.133,0.2956930373212412
2.134,0.30049047974643983
2.1350000000000002,0.305287922171642
2.136,0.31008536459684066
2.137,0.3148828070220393
2.138,0.31968024944723794
2.1390000000000002,0.32447769187243836
2.14,0.32927513429763877
2.141,0.3340725767228374
2.142,0.33887001914803605
2.1430000000000002,0.34366746157323647
2.144,0.3484649039984351
2.145,0.3532623464236355
2.146,0.35805978884883416
2.1470000000000002,0.3628572312740346
2.148,0.3676546736992332
2.149,0.37245211612443185
2.15,0.3772495585496305
2.1510000000000002,0.3820470009748327
2.152,0.3868444434000313
2.153,0.39164188582522996
2.154,0.3964393282504286
2.1550000000000002,0.4012367706756308
2.156,0.40603421310082943
2.157,0.4108316555260281
2.158,0.4156290979512267
2.1590000000000003,0.4204265403764271
2.16,0.42522398280162754
2.161,0.4300214252268262
2.162,0.4348188676520248
2.1630000000000003,0.43961631007722524
2.164,0.4444137525024239
2.165,0.4492111949276225
2.166,0.45400863735282293
2.1670000000000003,0.45880607977802335
2.168,0.463603522203222
2.169,0.4684009646284206
2.17,0.47319840705361926
2.1710000000000003,0.47799584947882146
2.172,0.4827932919040201
2.173,0.48759073432921873
2.174,0.4923881767544174
2.1750000000000003,0.49718561917961956
2.176,0.5019830616048182
2.177,0.5067805040300168
2.178,0.5115779464552155
2.1790000000000003,0.5163753888804159
2.18,0.5211728313056145
2.181,0.525970273730815
2.182,0.5307677161560136
2.1830000000000003,0.535565158581214
2.184,0.5403626010064126
2.185,0.5451600434316113
2.186,0.5499574858568117
2.1870000000000003,0.5547549282820121
2.188,0.5595523707072108
2.189,0.5643498131324094
2.19,0.569147255557608
2.1910000000000003,0.5739446979828102
2.192,0.5787421404080089
2.193,0.5835395828332075
2.194,0.5883370252584061
2.1950000000000003,0.5931344676836066
2.196,0.597931910108807
2.197,0.6027293525340056
2.198,0.6075267949592043
2.1990000000000003,0.6123242373844047
2.2,0.6171216798096033
2.201,0.6219191222348037
2.2020000000000004,0.6267165646600041
2.2030000000000003,0.6315140070852028
2.204,0.6363114495104014
2.205,0.6411088919356001
2.2060000000000004,0.6459063343608022
2.2070000000000003,0.6507037767860009
2.208,0.6555012192111995
2.209,0.6602986616363982
2.2100000000000004,0.6650961040615986
2.2110000000000003,0.669893546486799
2.212,0.6746909889119976
2.213,0.6794884313371963
2.2140000000000004,0.6842858737623967
2.2150000000000003,0.6890833161875953
2.216,0.6938807586127957
2.217,0.6986782010379944
2.2180000000000004,0.7034756434631948
2.2190000000000003,0.7082730858883934
2.22,0.7130705283135921
2.221,0.7178679707387907
2.2220000000000004,0.7226654131639929
2.2230000000000003,0.7274628555891915
2.224,0.7322602980143902
2.225,0.7370577404395888
2.2260000000000004,0.741855182864791
2.2270000000000003,0.7466526252899897
2.228,0.7514500677151883
2.229,0.7562475101403869
2.2300000000000004,0.7610449525655874
2.2310000000000003,0.7658423949907878
2.232,0.7706398374159864
2.233,0.775437279841185
2.2340000000000004,0.7802347222663855
2.2350000000000003,0.7850321646915841
2.236,0.7898296071167827
2.237,0.7946270495419832
2.2380000000000004,0.7994244919671836
2.2390000000000003,0.8042219343923822
2.24,0.8090193768175808
2.241,0.8138168192427795
2.2420000000000004,0.8186142616679817
2.2430000000000003,0.8234117040931803
2.244,0.828209146518379
2.245,0.8330065889435776
2.2460000000000004,0.8378040313687798
2.2470000000000003,0.8426014737939784
2.248,0.8473989162191771
2.249,0.8521963586443757
2.25,0.8569938010695743
2.2510000000000003,0.8617912434947748
2.2520000000000002,0.8665886859199752
2.253,0.8713861283451738
2.254,0.8761835707703725
2.2550000000000003,0.8809810131955729
2.2560000000000002,0.8857784556207715
2.257,0.8905758980459719
2.258,0.8953733404711706
2.2590000000000003,0.900170782896371
2.2600000000000002,0.9049682253215696
2.261,0.9097656677467683
2.262,0.9145631101719669
2.2630000000000003,0.9193605525971691
2.2640000000000002,0.9241579950223677
2.265,0.9289554374475664
2.266,0.933752879872765
2.2670000000000003,0.9385503222979672
2.2680000000000002,0.9433477647231658
2.269,0.9481452071483645
2.27,0.9529426495735631
2.2710000000000004,0.9577400919987635
2.2720000000000002,0.962537534423964
2.273,0.9673349768491626
2.274,0.9721324192743612
2.2750000000000004,0.9769298616995616
2.2760000000000002,0.9817273041247603
2.277,0.9865247465499589
2.278,0.9913221889751593
2.2790000000000004,0.9961196314003598
2.2800000000000002,1.0009170738255584
2.281,1.005714516250757
2.282,1.0105119586759557
2.2830000000000004,1.0153094011011579
2.2840000000000003,1.0201068435263565
2.285,1.0249042859515551
2.286,1.0297017283767538
2.2870000000000004,1.034499170801956
2.2880000000000003,1.0392966132271546
2.289,1.0440940556523532
2.29,1.0488914980775519
2.2910000000000004,1.0536889405027523
2.2920000000000003,1.058486382927951
2.293,1.0632838253531514
2.294,1.06808126777835
2.2950000000000004,1.0728787102035504
2.2960000000000003,1.077676152628749
2.297,1.0824735950539477
2.298,1.087271037479148
2.2990000000000004,1.0920684799043485
2.3000000000000003,1.0968659223295472
2.301,1.1016633647547458
2.302,1.1064608071799444
2.3030000000000004,1.1112582496051466
2.3040000000000003,1.1160556920303453
2.305,1.120853134455544
2.306,1.1256505768807425
2.3070000000000004,1.130448019305943
2.3080000000000003,1.1352454617311434
2.309,1.140042904156342
2.31,1.1448403465815407
2.3110000000000004,1.149637789006741
2.3120000000000003,1.1544352314319397
2.313,1.1592326738571401
2.314,1.1640301162823388
2.3150000000000004,1.1688275587075392
2.3160000000000003,1.1736250011327378
2.317,1.1784224435579365
2.318,1.1832198859831369
2.3190000000000004,1.1880173284083373
2.3200000000000003,1.192814770833536
2.321,1.1976122132587346
2.322,1.2024096556839332
2.3230000000000004,1.2072070981091354
2.3240000000000003,1.212004540534334
2.325,1.2168019829595327
2.326,1.2215994253847313
2.3270000000000004,1.2263968678099317
2.3280000000000003,1.2311943102351321
2.329,1.2359917526603308
2.33,1.2407891950855294
2.3310000000000004,1.2455866375107298
2.3320000000000003,1.2503840799359285
2.333,1.255181522361129
2.334,1.2599789647863275
2.3350000000000004,1.264776407211528
2.3360000000000003,1.2695738496367266
2.337,1.2743712920619252
2.338,1.2791687344871239
2.3390000000000004,1.283966176912326
2.3400000000000003,1.2887636193375247
2.341,1.2935610617627233
2.342,1.298358504187922
2.3430000000000004,1.3031559466131242
2.3440000000000003,1.3079533890383228
2.345,1.3127508314635215
2.346,1.31754827388872
2.3470000000000004,1.3223457163139205
2.3480000000000003,1.327143158739121
2.349,1.3319406011643196
2.35,1.3367380435895182
2.3510000000000004,1.3415354860147186
2.3520000000000003,1.3463329284399173
2.353,1.351130370865116
2.354,1.3559278132903163
2.3550000000000004,1.3607252557155167
2.3560000000000003,1.3655226981407154
2.357,1.370320140565914
2.358,1.3751175829911126
2.3590000000000004,1.3799150254163148
2.3600000000000003,1.3847124678415135
2.361,1.3895099102667121
2.362,1.3943073526919108
2.3630000000000004,1.399104795117113
2.3640000000000003,1.4039022375423116
2.365,1.4086996799675102
2.366,1.4134971223927089
2.3670000000000004,1.4182945648179093
2.3680000000000003,1.423092007243108
2.369,1.4278894496683083
2.37,1.432686892093507
2.3710000000000004,1.4374843345187074
2.3720000000000003,1.442281776943906
2.373,1.4470792193691047
2.374,1.451876661794305
2.3750000000000004,1.4566741042195055
2.3760000000000003,1.4614715466447041
2.3770000000000002,1.4662689890699028
2.378,1.4710664314951014
2.379,1.4758638739203
2.3800000000000003,1.4806613163455022
2.3810000000000002,1.4854587587707009
2.382,1.4902562011958995
2.383,1.4950536436210982
2.3840000000000003,1.4998510860463004
2.3850000000000002,1.504648528471499
2.386,1.5094459708966976
2.387,1.5142434133218963
2.3880000000000003,1.5190408557470967
2.3890000000000002,1.523838298172297
2.39,1.5286357405974957
2.391,1.5334331830226944
2.3920000000000003,1.5382306254478948
2.3930000000000002,1.5430280678730934
2.394,1.547825510298292
2.395,1.5526229527234925
2.3960000000000004,1.557420395148693
2.3970000000000002,1.5622178375738915
2.398,1.5670152799990902
2.399,1.5718127224242888
2.4000000000000004,1.576610164849491
2.4010000000000002,1.5814076072746897
2.402,1.5862050496998883
2.403,1.591002492125087
2.4040000000000004,1.5957999345502891
2.4050000000000002,1.6005973769754878
2.406,1.6053948194006864
2.407,1.610192261825885
2.4080000000000004,1.6149897042510855
2.4090000000000003,1.619787146676284
2.41,1.6245845891014845
2.411,1.6293820315266831
2.4120000000000004,1.6341794739518836
2.4130000000000003,1.6389769163770822
2.414,1.6437743588022808
2.415,1.6485718012274813
2.4160000000000004,1.6533692436526817
2.4170000000000003,1.6542505324651664
2.418,1.6494530900399678
2.419,1.6446556476147691
2.4200000000000004,1.639858205189567
2.4210000000000003,1.6350607627643683
2.422,1.6302633203391697
2.423,1.625465877913971
2.4240000000000004,1.6206684354887706
2.4250000000000003,1.6158709930635702
2.426,1.6110735506383715
2.427,1.606276108213173
2.4280000000000004,1.6014786657879725
2.4290000000000003,1.5966812233627738
2.43,1.5918837809375734
2.431,1.5870863385123748
2.4320000000000004,1.5822888960871744
2.4330000000000003,1.5774914536619757
2.434,1.572694011236777
2.435,1.5678965688115767
2.4360000000000004,1.5630991263863763
2.4370000000000003,1.5583016839611776
2.438,1.553504241535979
2.439,1.5487067991107804
2.4400000000000004,1.5439093566855782
2.4410000000000003,1.5391119142603795
2.442,1.5343144718351809
2.443,1.5295170294099822
2.4440000000000004,1.5247195869847818
2.4450000000000003,1.5199221445595814
2.446,1.5151247021343828
2.447,1.5103272597091841
2.4480000000000004,1.5055298172839837
2.4490000000000003,1.500732374858785
2.45,1.4959349324335847
2.451,1.491137490008386
2.4520000000000004,1.4863400475831856
2.4530000000000003,1.481542605157987
2.454,1.4767451627327883
