B_T,Delta_inter_min_MHz
0.335,1.6071432124418088
0.336,1.611940654867008
0.337,1.6167380972922076
0.338,1.621535539717407
0.339,1.6263329821426065
0.34,1.631130424567806
0.341,1.6359278669930053
0.342,1.6407253094182048
0.343,1.6455227518434041
0.34400000000000003,1.6503201942686037
0.345,1.6551176366938027
0.346,1.6525021394240444
0.347,1.6477046969988451
0.348,1.6429072545736456
0.349,1.638109812148446
0.35,1.6333123697232468
0.351,1.6285149272980473
0.352,1.623717484872848
0.353,1.6189200424476484
0.354,1.6141226000224491
0.355,1.6093251575972496
0.356,1.60452771517205
0.357,1.5997302727468508
0.358,1.5949328303216512
0.359,1.590135387896452
0.36,1.5853379454712524
0.361,1.580540503046053
0.362,1.5757430606208536
0.363,1.570945618195654
0.364,1.5661481757704547
0.365,1.5613507333452552
0.366,1.556553290920056
0.367,1.5517558484948564
0.368,1.546958406069657
0.369,1.5421609636444575
0.37,1.537363521219258
0.371,1.5325660787940587
0.372,1.5277686363688592
0.373,1.5229711939436599
0.374,1.5181737515184603
0.375,1.5133763090932608
0.376,1.5085788666680615
0.377,1.503781424242862
0.378,1.4989839818176627
0.379,1.4941865393924632
0.38,1.4893890969672638
0.381,1.4845916545420643
0.382,1.4797942121168648
0.383,1.4749967696916655
0.384,1.470199327266466
0.385,1.4654018848412667
0.386,1.4606044424160671
0.387,1.4558069999908678
0.388,1.4510095575656683
0.389,1.4462121151404688
0.39,1.4414146727152695
0.391,1.43661723029007
0.392,1.4318197878648706
0.393,1.427022345439671
0.394,1.4222249030144718
0.395,1.4174274605892723
0.396,1.4126300181640727
0.397,1.4078325757388734
0.398,1.403035133313674
0.399,1.3982376908884746
0.4,1.393440248463275
0.401,1.3886428060380758
0.402,1.3838453636128762
0.403,1.3790479211876767
0.404,1.3742504787624774
0.405,1.3694530363372779
0.406,1.3646555939120786
0.40700000000000003,1.359858151486879
0.40800000000000003,1.3550607090616797
0.40900000000000003,1.3502632666364802
0.41000000000000003,1.3454658242112807
0.41100000000000003,1.3406683817860814
0.41200000000000003,1.3358709393608819
0.41300000000000003,1.3310734969356826
0.41400000000000003,1.326276054510483
0.41500000000000004,1.3214786120852835
0.41600000000000004,1.3166811696600842
0.41700000000000004,1.3118837272348847
0.41800000000000004,1.3070862848096851
0.41900000000000004,1.302288842384486
0.42000000000000004,1.2974913999592865
0.42100000000000004,1.292693957534087
0.42200000000000004,1.2878965151088875
0.42300000000000004,1.283099072683688
0.42400000000000004,1.2783016302584889
0.42500000000000004,1.2735041878332893
0.42600000000000005,1.2687067454080898
0.42700000000000005,1.2639093029828903
0.42800000000000005,1.2591118605576912
0.42900000000000005,1.2543144181324917
0.43000000000000005,1.2495169757072921
0.43100000000000005,1.2447195332820926
0.43200000000000005,1.239922090856893
0.43300000000000005,1.235124648431694
0.43400000000000005,1.2303272060064945
0.43500000000000005,1.225529763581295
0.43600000000000005,1.2207323211560954
0.43700000000000006,1.215934878730896
0.43800000000000006,1.2111374363056968
0.43900000000000006,1.2063399938804973
0.44,1.2015425514552982
0.441,1.1967451090300987
0.442,1.1919476666048991
0.443,1.1871502241796996
0.444,1.1823527817545005
0.445,1.177555339329301
0.446,1.1727578969041015
0.447,1.167960454478902
0.448,1.1631630120537024
0.449,1.1583655696285033
0.45,1.1535681272033038
0.451,1.1487706847781043
0.452,1.1439732423529048
0.453,1.1391757999277052
0.454,1.1343783575025062
0.455,1.1295809150773066
0.456,1.124783472652107
0.457,1.1199860302269076
0.458,1.115188587801708
0.459,1.110391145376509
0.46,1.1055937029513094
0.461,1.10079626052611
0.462,1.0959988181009104
0.463,1.0912013756757113
0.464,1.0864039332505118
0.465,1.0816064908253122
0.466,1.0768090484001127
0.467,1.0720116059749132
0.468,1.067214163549714
0.46900000000000003,1.0624167211245146
0.47000000000000003,1.057619278699315
0.47100000000000003,1.0528218362741155
0.47200000000000003,1.048024393848916
0.47300000000000003,1.043226951423717
0.47400000000000003,1.0384295089985174
0.47500000000000003,1.0336320665733179
0.47600000000000003,1.0288346241481183
0.47700000000000004,1.0240371817229192
0.47800000000000004,1.0192397392977197
0.47900000000000004,1.0144422968725202
0.48000000000000004,1.0096448544473207
0.48100000000000004,1.0048474120221211
0.48200000000000004,1.000049969596922
0.48300000000000004,0.9952525271717225
0.48400000000000004,0.990455084746523
0.48500000000000004,0.9856576423213235
0.48600000000000004,0.9808601998961239
0.48700000000000004,0.9760627574709249
0.48800000000000004,0.9712653150457253
0.489,0.9664678726205262
0.49,0.9616704301953267
0.491,0.9568729877701272
0.492,0.9520755453449277
0.493,0.9472781029197286
0.494,0.942480660494529
0.495,0.9376832180693295
0.496,0.93288577564413
0.497,0.9280883332189305
0.498,0.9232908907937314
0.499,0.9184934483685319
0.5,0.9136960059433323
0.501,0.9088985635181328
0.502,0.9041011210929333
0.503,0.8993036786677342
0.504,0.8945062362425347
0.505,0.8897087938173351
0.506,0.8849113513921356
0.507,0.8801139089669361
0.508,0.875316466541737
0.509,0.8705190241165375
0.51,0.865721581691338
0.511,0.8609241392661384
0.512,0.8561266968409393
0.513,0.8513292544157398
0.514,0.8465318119905403
0.515,0.8417343695653408
0.516,0.8369369271401412
0.517,0.8321394847149421
0.518,0.8273420422897426
0.519,0.8225445998645431
0.52,0.8177471574393436
0.521,0.812949715014144
0.522,0.808152272588945
0.523,0.8033548301637454
0.524,0.7985573877385459
0.525,0.7937599453133464
0.526,0.7889625028881473
0.527,0.7841650604629478
0.528,0.7793676180377482
0.529,0.7745701756125487
0.53,0.7697727331873492
0.531,0.7649752907621501
0.532,0.7601778483369506
0.533,0.755380405911751
0.534,0.7505829634865515
0.535,0.745785521061352
0.536,0.7409880786361529
0.537,0.7361906362109534
0.538,0.7313931937857538
0.539,0.7265957513605543
0.54,0.7217983089353548
0.541,0.7170008665101557
0.542,0.7122034240849562
0.543,0.7074059816597567
0.544,0.7026085392345571
0.545,0.697811096809358
0.546,0.6930136543841585
0.547,0.688216211958959
0.548,0.6834187695337595
0.549,0.6786213271085599
0.55,0.6738238846833609
0.551,0.6690264422581613
0.552,0.6642289998329618
0.5529999999999999,0.6594315574077627
0.554,0.6546341149825627
0.5549999999999999,0.6498366725573641
0.556,0.6450392301321641
0.5569999999999999,0.640241787706965
0.558,0.6354443452817651
0.5589999999999999,0.6306469028565664
0.56,0.6258494604313665
0.5609999999999999,0.6210520180061674
0.562,0.6162545755809674
0.563,0.6114571331557688
0.5640000000000001,0.6066596907305688
0.565,0.6018622483053697
0.5660000000000001,0.5970648058801697
0.567,0.5922673634549707
0.5680000000000001,0.5874699210297707
0.569,0.582672478604572
0.5700000000000001,0.5778750361793721
0.571,0.573077593754173
0.5720000000000001,0.568280151328973
0.573,0.5634827089037744
0.5740000000000001,0.5586852664785744
0.575,0.5538878240533753
0.5760000000000001,0.5490903816281754
0.577,0.5442929392029767
0.5780000000000001,0.5394954967777768
0.579,0.5346980543525777
0.5800000000000001,0.5299006119273777
0.581,0.5251031695021786
0.5820000000000001,0.5203057270769786
0.583,0.51550828465178
0.5840000000000001,0.51071084222658
0.585,0.505913399801381
0.5860000000000001,0.501115957376181
0.587,0.49631851495098234
0.5880000000000001,0.49152107252578237
0.589,0.4867236301005833
0.5900000000000001,0.4819261876753833
0.591,0.47712874525018467
0.5920000000000001,0.4723313028249847
0.593,0.4675338603997856
0.5940000000000001,0.46273641797458565
0.595,0.45793897554938656
0.5960000000000001,0.4531415331241866
0.597,0.44834409069898795
0.5980000000000001,0.443546648273788
0.599,0.4387492058485889
0.6000000000000001,0.4339517634233889
0.601,0.4291543209981903
0.6020000000000001,0.4243568785729903
0.603,0.41955943614779123
0.6040000000000001,0.41476199372259126
0.605,0.4099645512973926
0.6060000000000001,0.40516710887219265
0.607,0.40036966644699357
0.6080000000000001,0.3955722240217936
0.609,0.3907747815965945
0.6100000000000001,0.38597733917139454
0.611,0.3811798967461959
0.6120000000000001,0.37638245432099593
0.613,0.37158501189579685
0.6140000000000001,0.3667875694705969
0.615,0.36199012704539824
0.6160000000000001,0.35719268462019826
