case,B_T,fR_kHz,gate_time_us,ground_logical_Favg,excited_logical_Favg,worst_branch_logical_Favg,branch_to_branch_Favg,ground_nfev,excited_nfev,worst_branch_Favg
1p35_sourcebacked,1.35,22.25,11.235955056179776,0.4285710089587628,0.4537673808808399,0.4285710089587628,0.2159553307299508,27110,27110,0.4285710089587628
1p35_sourcebacked,1.35,22.5,11.11111111111111,0.4011748754935082,0.4466642664870251,0.4011748754935082,0.2204779097229265,26810,26810,0.4011748754935082
1p35_sourcebacked,1.35,22.75,10.989010989010987,0.4012803612802234,0.4355869386281474,0.4012803612802234,0.2097902834153983,26522,26522,0.4012803612802234
1p35_sourcebacked,1.35,23.0,10.869565217391305,0.3798365041695968,0.4254761657981094,0.3798365041695968,0.2173930875521227,26234,26234,0.3798365041695968
robust_sourcebacked,1.7139999999999929,5.0,49.99999999999999,0.9994750455088158,0.999833754715102,0.9994750455088158,0.9993336969993828,133742,133742,0.9994750455088158
robust_sourcebacked,1.7139999999999929,5.25,47.61904761904761,0.9994756838724796,0.9997717460359632,0.9994756838724796,0.999022526027638,127370,127370,0.9994756838724796
robust_sourcebacked,1.7139999999999929,5.5,45.45454545454546,0.9993511484538098,0.9998306987358412,0.9993511484538098,0.9990142045162116,121574,121574,0.9993511484538098
robust_sourcebacked,1.7139999999999929,5.75,43.47826086956522,0.9993403975220712,0.9997204723792869,0.9993403975220712,0.9991464851834396,116294,116294,0.9993403975220712
robust_sourcebacked,1.7139999999999929,6.0,41.66666666666666,0.9992391234008444,0.9997182930167148,0.9992391234008444,0.9991197941903028,111446,111446,0.9992391234008444
robust_sourcebacked,1.7139999999999929,6.25,40.0,0.9991364862111032,0.9996831731824952,0.9991364862111032,0.9987983478023096,106994,106994,0.9991364862111032
robust_sourcebacked,1.7139999999999929,6.5,38.46153846153846,0.9990989188940738,0.999765550922258,0.9990989188940738,0.9985422204249744,102878,102878,0.9990989188940738
robust_sourcebacked,1.7139999999999929,6.75,37.03703703703704,0.9991680510454076,0.9996522159452336,0.9991680510454076,0.998500592500241,99062,99062,0.9991680510454076
robust_sourcebacked,1.7139999999999929,7.0,35.714285714285715,0.9991341746554822,0.9995785023668474,0.9991341746554822,0.9982799684920208,95534,95534,0.9991341746554822
robust_sourcebacked,1.7139999999999929,7.25,34.48275862068965,0.9991859502690106,0.9996548269352572,0.9991859502690106,0.9985262224932998,92234,92234,0.9991859502690106
robust_sourcebacked,1.7139999999999929,7.5,33.333333333333336,0.9990471223702512,0.9996136474915308,0.9990471223702512,0.9983734369861016,89162,89162,0.9990471223702512
robust_sourcebacked,1.7139999999999929,7.75,32.25806451612903,0.9987246732591726,0.9995597262821928,0.9987246732591726,0.998189357797542,86282,86282,0.9987246732591726
robust_sourcebacked,1.7139999999999929,8.0,31.25,0.9985226746164488,0.9994736960464532,0.9985226746164488,0.9978479608794054,83594,83594,0.9985226746164488
robust_sourcebacked,1.7139999999999929,8.25,30.3030303030303,0.9986249257188872,0.9995922004486184,0.9986249257188872,0.9977766501141142,81050,81050,0.9986249257188872
robust_sourcebacked,1.7139999999999929,8.5,29.41176470588235,0.9985307737983736,0.999358970970472,0.9985307737983736,0.9973665257511192,78674,78674,0.9985307737983736
robust_sourcebacked,1.7139999999999929,8.75,28.57142857142857,0.998395612838354,0.9994628567208884,0.998395612838354,0.9976366637599888,76430,76430,0.998395612838354
robust_sourcebacked,1.7139999999999929,9.0,27.777777777777786,0.998364702814037,0.999375922750098,0.998364702814037,0.997692528329174,74306,74306,0.998364702814037
robust_sourcebacked,1.7139999999999929,9.25,27.027027027027028,0.9986028778379948,0.9994580914524244,0.9986028778379948,0.9975870274595608,72290,72290,0.9986028778379948
robust_sourcebacked,1.7139999999999929,9.5,26.31578947368421,0.9984752355378028,0.9993578983429487,0.9984752355378028,0.99727753075302,70394,70394,0.9984752355378028
robust_sourcebacked,1.7139999999999929,9.75,25.64102564102564,0.998306485945114,0.9995617892092864,0.998306485945114,0.9978263785724146,68582,68582,0.998306485945114
robust_sourcebacked,1.7139999999999929,10.0,25.0,0.9974387092435586,0.9991347056966016,0.9974387092435586,0.9961152977775192,66878,66878,0.9974387092435586
robust_sourcebacked,1.7139999999999929,10.25,24.39024390243902,0.9973301725732544,0.9991081488339276,0.9973301725732544,0.9958171911802048,65246,65246,0.9973301725732544
robust_sourcebacked,1.7139999999999929,10.5,23.809523809523807,0.9972838598888312,0.9991463050675377,0.9972838598888312,0.9958553989764418,63686,63686,0.9972838598888312
robust_sourcebacked,1.7139999999999929,10.75,23.25581395348837,0.997816709511939,0.9990292556273828,0.997816709511939,0.9962191093203082,62210,62210,0.997816709511939
robust_sourcebacked,1.7139999999999929,11.0,22.72727272727273,0.9976339766760738,0.999178882096584,0.9976339766760738,0.9964265267070624,60794,60794,0.9976339766760738
robust_sourcebacked,1.7139999999999929,11.25,22.22222222222222,0.997586876934978,0.9990662495305662,0.997586876934978,0.9960424780634508,59438,59438,0.997586876934978
robust_sourcebacked,1.7139999999999929,11.5,21.73913043478261,0.997210670191151,0.9990441618662264,0.997210670191151,0.9958656181608134,58154,58154,0.997210670191151
robust_sourcebacked,1.7139999999999929,11.75,21.27659574468085,0.9970416346520108,0.9988322767341908,0.9970416346520108,0.9950035682865688,56918,56918,0.9970416346520108
robust_sourcebacked,1.7139999999999929,12.0,20.83333333333333,0.9971141077259472,0.9987782699033888,0.9971141077259472,0.9953545107097064,55730,55730,0.9971141077259472
robust_sourcebacked,1.7139999999999929,12.25,20.40816326530612,0.9969464408775798,0.9987753254174244,0.9969464408775798,0.9954018303501057,54590,54590,0.9969464408775798
robust_sourcebacked,1.7139999999999929,12.5,20.0,0.9969504514236588,0.9987043443725624,0.9969504514236588,0.9949366996415188,53498,53498,0.9969504514236588
robust_sourcebacked,1.7139999999999929,12.75,19.607843137254903,0.996806995206389,0.9987022687699818,0.996806995206389,0.995304363285602,52454,52454,0.996806995206389
robust_sourcebacked,1.7139999999999929,13.0,19.23076923076923,0.9964096404132918,0.9985522227971548,0.9964096404132918,0.9948498798569878,51446,51446,0.9964096404132918
robust_sourcebacked,1.7139999999999929,13.25,18.867924528301888,0.9969154378844584,0.9988539217542092,0.9969154378844584,0.9947814237469306,50474,50474,0.9969154378844584
robust_sourcebacked,1.7139999999999929,13.5,18.51851851851852,0.9956555794236024,0.9986276665927094,0.9956555794236024,0.9940090335366112,49538,49538,0.9956555794236024
robust_sourcebacked,1.7139999999999929,13.75,18.181818181818183,0.9962583277487944,0.9984457808775732,0.9962583277487944,0.9935864832076936,48638,48638,0.9962583277487944
robust_sourcebacked,1.7139999999999929,14.0,17.857142857142858,0.9963273536072634,0.9987549367968231,0.9963273536072634,0.9953514844285052,47774,47774,0.9963273536072634
robust_sourcebacked,1.7139999999999929,14.25,17.543859649122805,0.9957874967184518,0.998265423089188,0.9957874967184518,0.993428033881262,46934,46934,0.9957874967184518
robust_sourcebacked,1.7139999999999929,14.5,17.241379310344826,0.9951931315069884,0.9986069352838762,0.9951931315069884,0.9944765207535688,46118,46118,0.9951931315069884
robust_sourcebacked,1.7139999999999929,14.75,16.949152542372882,0.9954246214875866,0.9981854531566924,0.9954246214875866,0.9927936513297966,45338,45338,0.9954246214875866
robust_sourcebacked,1.7139999999999929,15.0,16.666666666666668,0.9956797984867408,0.998268942823558,0.9956797984867408,0.9931174736655044,44582,44582,0.9956797984867408
robust_sourcebacked,1.7139999999999929,15.25,16.393442622950822,0.9952982779043912,0.9982181653484042,0.9952982779043912,0.9922569590509144,43850,43850,0.9952982779043912
robust_sourcebacked,1.7139999999999929,15.5,16.129032258064516,0.9936201400305086,0.9979536383350937,0.9936201400305086,0.9914175919118804,43142,43142,0.9936201400305086
robust_sourcebacked,1.7139999999999929,15.75,15.873015873015872,0.9950700635746652,0.9984039153063876,0.9950700635746652,0.9921607573929924,42458,42458,0.9950700635746652
robust_sourcebacked,1.7139999999999929,16.0,15.624999999999998,0.9929631890289152,0.9978323255087316,0.9929631890289152,0.9893578067381572,41798,41798,0.9929631890289152
robust_sourcebacked,1.7139999999999929,16.25,15.384615384615383,0.9944450565325288,0.9979332779342543,0.9944450565325288,0.99193276712049,41150,41150,0.9944450565325288
robust_sourcebacked,1.7139999999999929,16.5,15.15151515151515,0.9938278614656492,0.9978490978011052,0.9938278614656492,0.9907767505889729,40526,40526,0.9938278614656492
robust_sourcebacked,1.7139999999999929,16.75,14.925373134328357,0.9926495267540054,0.9976151657919952,0.9926495267540054,0.9892232528471552,39926,39926,0.9926495267540054
robust_sourcebacked,1.7139999999999929,17.0,14.705882352941176,0.9940908822568848,0.9978951139496464,0.9940908822568848,0.9904601201692153,39338,39338,0.9940908822568848
robust_sourcebacked,1.7139999999999929,17.25,14.492753623188406,0.9921768436892744,0.9976920670959464,0.9921768436892744,0.9892122939470128,38774,38774,0.9921768436892744
robust_sourcebacked,1.7139999999999929,17.5,14.285714285714285,0.992398456391012,0.9974277008171584,0.992398456391012,0.9887569815937424,38222,38222,0.992398456391012
robust_sourcebacked,1.7139999999999929,17.75,14.084507042253522,0.993757219407052,0.9976286945133926,0.993757219407052,0.9898364614338884,37682,37682,0.993757219407052
robust_sourcebacked,1.7139999999999929,18.0,13.888888888888893,0.9913695190703632,0.9974751775349452,0.9913695190703632,0.9876597312720128,37154,37154,0.9913695190703632
robust_sourcebacked,1.7139999999999929,18.25,13.698630136986305,0.9918861675185664,0.9971539997911552,0.9918861675185664,0.9866458220664478,36650,36650,0.9918861675185664
robust_sourcebacked,1.7139999999999929,18.5,13.513513513513514,0.9928496966564144,0.9973347161644568,0.9928496966564144,0.9892160197243148,36146,36146,0.9928496966564144
robust_sourcebacked,1.7139999999999929,18.75,13.333333333333334,0.9922594124848004,0.997403007116757,0.9922594124848004,0.989088859977488,35666,35666,0.9922594124848004
robust_sourcebacked,1.7139999999999929,19.0,13.157894736842106,0.991499302820972,0.9973083101486572,0.991499302820972,0.9856176902705992,35198,35198,0.991499302820972
robust_sourcebacked,1.7139999999999929,19.25,12.987012987012989,0.99086002932053,0.9973250625896096,0.99086002932053,0.9862008119420894,34742,34742,0.99086002932053
robust_sourcebacked,1.7139999999999929,19.5,12.82051282051282,0.9926619151963578,0.9967577753295424,0.9926619151963578,0.9876444230677004,34298,34298,0.9926619151963578
robust_sourcebacked,1.7139999999999929,19.75,12.658227848101266,0.9907554878400052,0.997627472395797,0.9907554878400052,0.9870788870373728,33866,33866,0.9907554878400052
robust_sourcebacked,1.7139999999999929,20.0,12.499999999999998,0.9908015624555396,0.9965118774907924,0.9908015624555396,0.9826915466174708,33446,33446,0.9908015624555396
robust_sourcebacked,1.7139999999999929,20.25,12.34567901234568,0.9912407604235516,0.995803631992453,0.9912407604235516,0.9866675664100732,33026,33026,0.9912407604235516
robust_sourcebacked,1.7139999999999929,20.5,12.19512195121951,0.9917152375426044,0.996445727082374,0.9917152375426044,0.986431524434982,32630,32630,0.9917152375426044
robust_sourcebacked,1.7139999999999929,20.75,12.048192771084338,0.9901545468330478,0.997344022957014,0.9901545468330478,0.9856330255223114,32234,32234,0.9901545468330478
robust_sourcebacked,1.7139999999999929,21.0,11.904761904761903,0.990243455108176,0.9961106831455432,0.990243455108176,0.9808484560866312,31850,31850,0.990243455108176
robust_sourcebacked,1.7139999999999929,21.25,11.764705882352938,0.9915850060717653,0.9973267018656292,0.9915850060717653,0.9880194331977504,31478,31478,0.9915850060717653
robust_sourcebacked,1.7139999999999929,21.5,11.627906976744187,0.9909187781113648,0.9952333717378624,0.9909187781113648,0.984299577696016,31106,31106,0.9909187781113648
robust_sourcebacked,1.7139999999999929,21.75,11.49425287356322,0.9888911088943984,0.9958061330064985,0.9888911088943984,0.981893757666668,30746,30746,0.9888911088943984
robust_sourcebacked,1.7139999999999929,22.0,11.363636363636363,0.98909781751371,0.9963043103586736,0.98909781751371,0.9821029226756608,30398,30398,0.98909781751371
robust_sourcebacked,1.7139999999999929,22.25,11.235955056179776,0.9894974864449202,0.9954349500350448,0.9894974864449202,0.9810262635039612,30062,30062,0.9894974864449202
robust_sourcebacked,1.7139999999999929,22.5,11.11111111111111,0.9886461059630064,0.995198258143011,0.9886461059630064,0.9835096927371814,29726,29726,0.9886461059630064
robust_sourcebacked,1.7139999999999929,22.75,10.989010989010987,0.989864547038354,0.9949788767991864,0.989864547038354,0.9831040334725922,29402,29402,0.989864547038354
robust_sourcebacked,1.7139999999999929,23.0,10.869565217391305,0.988147236816036,0.9955188855768664,0.988147236816036,0.980294593813756,29078,29078,0.988147236816036
robust_spectral_limiting_case,1.7139999999999929,5.0,49.99999999999999,0.9996341457413762,0.999694115926461,0.9996341457413762,0.9989588686845896,125162,127034,0.9996341457413762
robust_spectral_limiting_case,1.7139999999999929,5.25,47.61904761904761,0.9997104020041416,0.9997705468286456,0.9997104020041416,0.9992712383620598,119198,120986,0.9997104020041416
robust_spectral_limiting_case,1.7139999999999929,5.5,45.45454545454546,0.9996037345138415,0.9997457203682728,0.9996037345138415,0.999048937693579,113786,115478,0.9996037345138415
robust_spectral_limiting_case,1.7139999999999929,5.75,43.47826086956522,0.9995287685245806,0.9996868039778184,0.9995287685245806,0.9985756160525217,108842,110462,0.9995287685245806
robust_spectral_limiting_case,1.7139999999999929,6.0,41.66666666666666,0.9992970655919536,0.9995725765265936,0.9992970655919536,0.9986436126626704,104306,105866,0.9992970655919536
robust_spectral_limiting_case,1.7139999999999929,6.25,40.0,0.9995053400334404,0.9997353625854272,0.9995053400334404,0.9986950122068146,100130,101630,0.9995053400334404
robust_spectral_limiting_case,1.7139999999999929,6.5,38.46153846153846,0.9994499208040952,0.9995130457704094,0.9994499208040952,0.998723318114624,96278,97718,0.9994499208040952
robust_spectral_limiting_case,1.7139999999999929,6.75,37.03703703703704,0.9992587717619248,0.9996917390888984,0.9992587717619248,0.9983813694910116,92714,94094,0.9992587717619248
robust_spectral_limiting_case,1.7139999999999929,7.0,35.714285714285715,0.9992750347601622,0.9994658308557556,0.9992750347601622,0.9977998162092048,89402,90734,0.9992750347601622
robust_spectral_limiting_case,1.7139999999999929,7.25,34.48275862068965,0.9991815238720156,0.9994646133649344,0.9991815238720156,0.997761819759033,86318,87614,0.9991815238720156
robust_spectral_limiting_case,1.7139999999999929,7.5,33.333333333333336,0.99933802176206,0.9995095097485562,0.99933802176206,0.9983819954169452,83450,84686,0.99933802176206
robust_spectral_limiting_case,1.7139999999999929,7.75,32.25806451612903,0.9990141396370696,0.9992562825923812,0.9990141396370696,0.996656613633569,80750,81962,0.9990141396370696
robust_spectral_limiting_case,1.7139999999999929,8.0,31.25,0.9990586564288736,0.9993250262796646,0.9990586564288736,0.997622517107074,78230,79394,0.9990586564288736
robust_spectral_limiting_case,1.7139999999999929,8.25,30.3030303030303,0.9992329358720496,0.9992342761446256,0.9992329358720496,0.9974944426262008,75854,76994,0.9992329358720496
robust_spectral_limiting_case,1.7139999999999929,8.5,29.41176470588235,0.999080820584206,0.9992492871303288,0.999080820584206,0.9971935272214464,73634,74726,0.999080820584206
robust_spectral_limiting_case,1.7139999999999929,8.75,28.57142857142857,0.9990859680862124,0.999120080761877,0.9990859680862124,0.9969010370963098,71522,72590,0.9990859680862124
robust_spectral_limiting_case,1.7139999999999929,9.0,27.777777777777786,0.9989385861724644,0.9992154550787072,0.9989385861724644,0.9973083746549208,69542,70574,0.9989385861724644
robust_spectral_limiting_case,1.7139999999999929,9.25,27.027027027027028,0.9989391104622996,0.9993726514731706,0.9989391104622996,0.9975427210523906,67658,68666,0.9989391104622996
robust_spectral_limiting_case,1.7139999999999929,9.5,26.31578947368421,0.9988683111156996,0.998879809688296,0.9988683111156996,0.9966241442265504,65882,66866,0.9988683111156996
robust_spectral_limiting_case,1.7139999999999929,9.75,25.64102564102564,0.998323681137232,0.998978149696276,0.998323681137232,0.996229550193094,64190,65150,0.998323681137232
robust_spectral_limiting_case,1.7139999999999929,10.0,25.0,0.998731131797148,0.9992543297679508,0.998731131797148,0.9970107418599462,62582,63518,0.998731131797148
robust_spectral_limiting_case,1.7139999999999929,10.25,24.39024390243902,0.9985568607240208,0.9991027442097932,0.9985568607240208,0.99633270597595,61058,61970,0.9985568607240208
robust_spectral_limiting_case,1.7139999999999929,10.5,23.809523809523807,0.9990112829154126,0.9989397922851752,0.9989397922851752,0.9961972734334872,59606,60494,0.9989397922851752
robust_spectral_limiting_case,1.7139999999999929,10.75,23.25581395348837,0.9978656377602276,0.9987780332063368,0.9978656377602276,0.9961664590687608,58214,59090,0.9978656377602276
robust_spectral_limiting_case,1.7139999999999929,11.0,22.72727272727273,0.9981663177695056,0.9988074458381644,0.9981663177695056,0.996333534569192,56894,57746,0.9981663177695056
robust_spectral_limiting_case,1.7139999999999929,11.25,22.22222222222222,0.997886452012557,0.9986579202996878,0.997886452012557,0.9940341736700178,55634,56462,0.997886452012557
robust_spectral_limiting_case,1.7139999999999929,11.5,21.73913043478261,0.997973994253082,0.9987995401569896,0.997973994253082,0.9951926604342284,54422,55238,0.997973994253082
